,,,,Content_Type,Sentiment,,Datetime,Time,Interval,,
,,,,GIF,positive,,4:06:00 AM,4:06:00 AM,Late Night,,
,,,,GIF,positive,,5:36:00 AM,5:36:00 AM,Late Night,,
,,,,GIF,positive,,1:40:00 PM,1:40:00 PM,Afternoon,,
,,,,GIF,neutral,,2:03:00 PM,2:03:00 PM,Afternoon,,
,,,,GIF,positive,,5:35:00 PM,5:35:00 PM,Evening,,
,,,,GIF,negative,,6:03:00 AM,6:03:00 AM,Morning,,
,,,,GIF,positive,,8:16:00 AM,8:16:00 AM,Morning,,
,,,,GIF,negative,,1:13:00 PM,1:13:00 PM,Afternoon,,
,,,,GIF,positive,,11:43:00 AM,11:43:00 AM,Afternoon,,
,,,,GIF,positive,,2:10:00 AM,2:10:00 AM,Late Night,,
,,,,GIF,neutral,,1:35:00 AM,1:35:00 AM,Late Night,,
,,,,GIF,positive,,10:29:00 AM,10:29:00 AM,Morning,,
,,,,GIF,neutral,,10:39:00 PM,10:39:00 PM,Night,,
,,,,GIF,negative,,6:44:00 AM,6:44:00 AM,Morning,,
,,,,GIF,positive,,7:36:00 PM,7:36:00 PM,Evening,,
,,,,GIF,negative,,4:24:00 AM,4:24:00 AM,Late Night,,
,,,,GIF,neutral,,5:55:00 AM,5:55:00 AM,Late Night,,
,,,,GIF,positive,,11:23:00 AM,11:23:00 AM,Afternoon,,
,,,,GIF,positive,,9:57:00 AM,9:57:00 AM,Morning,,
,,,,GIF,negative,,10:36:00 AM,10:36:00 AM,Morning,,
,,,,GIF,negative,,4:59:00 AM,4:59:00 AM,Late Night,,
,,,,GIF,negative,,10:15:00 AM,10:15:00 AM,Morning,,
,,,,GIF,positive,,3:00:00 PM,3:00:00 PM,Afternoon,,
,,,,GIF,negative,,9:05:00 AM,9:05:00 AM,Morning,,
,,,,GIF,negative,,10:05:00 PM,10:05:00 PM,Night,,
,,,,GIF,negative,,9:28:00 PM,9:28:00 PM,Evening,,
,,,,GIF,neutral,,3:38:00 PM,3:38:00 PM,Afternoon,,
,,,,GIF,negative,,9:07:00 AM,9:07:00 AM,Morning,,
,,,,GIF,neutral,,4:13:00 PM,4:13:00 PM,Afternoon,,
,,,,GIF,positive,,4:29:00 PM,4:29:00 PM,Afternoon,,
,,,,GIF,negative,,10:33:00 PM,10:33:00 PM,Night,,
,,,,GIF,negative,,11:27:00 AM,11:27:00 AM,Afternoon,,
,,,,GIF,neutral,,9:31:00 PM,9:31:00 PM,Evening,,
,,,,GIF,negative,,11:53:00 PM,11:53:00 PM,Night,,
,,,,GIF,negative,,2:12:00 AM,2:12:00 AM,Late Night,,
,,,,GIF,negative,,3:38:00 AM,3:38:00 AM,Late Night,,
,,,,GIF,negative,,4:07:00 AM,4:07:00 AM,Late Night,,
,,,,GIF,positive,,5:26:00 AM,5:26:00 AM,Late Night,,
,,,,GIF,positive,,1:51:00 AM,1:51:00 AM,Late Night,,
,,,,GIF,negative,,3:41:00 AM,3:41:00 AM,Late Night,,
,,,,GIF,negative,,9:42:00 PM,9:42:00 PM,Evening,,
,,,,GIF,negative,,12:05:00 PM,12:05:00 PM,Afternoon,,
,,,,GIF,negative,,5:45:00 PM,5:45:00 PM,Evening,,
,,,,GIF,neutral,,4:58:00 PM,4:58:00 PM,Afternoon,,
,,,,GIF,positive,,11:59:00 AM,11:59:00 AM,Afternoon,,
,,,,GIF,negative,,6:25:00 AM,6:25:00 AM,Morning,,
,,,,GIF,neutral,,1:48:00 AM,1:48:00 AM,Late Night,,
,,,,GIF,negative,,1:32:00 AM,1:32:00 AM,Late Night,,
,,,,GIF,negative,,7:56:00 AM,7:56:00 AM,Morning,,
,,,,GIF,negative,,11:55:00 AM,11:55:00 AM,Afternoon,,
,,,,GIF,negative,,11:54:00 PM,11:54:00 PM,Night,,
,,,,GIF,negative,,3:38:00 PM,3:38:00 PM,Afternoon,,
,,,,GIF,negative,,3:48:00 AM,3:48:00 AM,Late Night,,
,,,,GIF,positive,,2:00:00 AM,2:00:00 AM,Late Night,,
,,,,GIF,positive,,4:45:00 PM,4:45:00 PM,Afternoon,,
,,,,GIF,negative,,10:00:00 AM,10:00:00 AM,Morning,,
,,,,GIF,positive,,2:04:00 AM,2:04:00 AM,Late Night,,
,,,,GIF,positive,,5:52:00 AM,5:52:00 AM,Late Night,,
,,,,GIF,neutral,,6:16:00 PM,6:16:00 PM,Evening,,
,,,,GIF,negative,,12:32:00 PM,12:32:00 PM,Afternoon,,
,,,,GIF,negative,,12:56:00 AM,12:56:00 AM,Late Night,,
,,,,GIF,positive,,1:53:00 AM,1:53:00 AM,Late Night,,
,,,,GIF,positive,,2:21:00 PM,2:21:00 PM,Afternoon,,
,,,,GIF,negative,,1:35:00 AM,1:35:00 AM,Late Night,,
,,,,GIF,negative,,2:31:00 AM,2:31:00 AM,Late Night,,
,,,,GIF,positive,,7:04:00 AM,7:04:00 AM,Morning,,
,,,,GIF,negative,,6:55:00 AM,6:55:00 AM,Morning,,
,,,,GIF,neutral,,3:47:00 PM,3:47:00 PM,Afternoon,,
,,,,GIF,negative,,1:16:00 PM,1:16:00 PM,Afternoon,,
,,,,GIF,positive,,12:22:00 AM,12:22:00 AM,Late Night,,
,,,,GIF,negative,,9:46:00 PM,9:46:00 PM,Evening,,
,,,,GIF,negative,,1:19:00 AM,1:19:00 AM,Late Night,,
,,,,GIF,neutral,,11:16:00 PM,11:16:00 PM,Night,,
,,,,GIF,positive,,1:29:00 PM,1:29:00 PM,Afternoon,,
,,,,GIF,neutral,,3:37:00 AM,3:37:00 AM,Late Night,,
,,,,GIF,neutral,,5:49:00 AM,5:49:00 AM,Late Night,,
,,,,GIF,negative,,6:15:00 PM,6:15:00 PM,Evening,,
,,,,GIF,neutral,,6:42:00 AM,6:42:00 AM,Morning,,
,,,,GIF,negative,,7:36:00 AM,7:36:00 AM,Morning,,
,,,,GIF,positive,,5:44:00 AM,5:44:00 AM,Late Night,,
,,,,GIF,positive,,5:19:00 AM,5:19:00 AM,Late Night,,
,,,,GIF,neutral,,12:57:00 PM,12:57:00 PM,Afternoon,,
,,,,GIF,positive,,7:51:00 PM,7:51:00 PM,Evening,,
,,,,GIF,positive,,2:28:00 PM,2:28:00 PM,Afternoon,,
,,,,GIF,neutral,,6:05:00 PM,6:05:00 PM,Evening,,
,,,,GIF,neutral,,6:53:00 AM,6:53:00 AM,Morning,,
,,,,GIF,neutral,,1:58:00 AM,1:58:00 AM,Late Night,,
,,,,GIF,positive,,10:04:00 AM,10:04:00 AM,Morning,,
,,,,GIF,neutral,,2:10:00 PM,2:10:00 PM,Afternoon,,
,,,,GIF,neutral,,2:23:00 AM,2:23:00 AM,Late Night,,
,,,,GIF,positive,,11:47:00 PM,11:47:00 PM,Night,,
,,,,GIF,neutral,,10:56:00 AM,10:56:00 AM,Morning,,
,,,,GIF,neutral,,5:29:00 PM,5:29:00 PM,Evening,,
,,,,GIF,negative,,4:36:00 PM,4:36:00 PM,Afternoon,,
,,,,GIF,positive,,1:39:00 AM,1:39:00 AM,Late Night,,
,,,,GIF,neutral,,3:31:00 PM,3:31:00 PM,Afternoon,,
,,,,GIF,positive,,3:33:00 AM,3:33:00 AM,Late Night,,
,,,,GIF,neutral,,5:51:00 AM,5:51:00 AM,Late Night,,
,,,,GIF,negative,,11:32:00 PM,11:32:00 PM,Night,,
,,,,GIF,neutral,,3:37:00 AM,3:37:00 AM,Late Night,,
,,,,GIF,negative,,5:59:00 PM,5:59:00 PM,Evening,,
,,,,GIF,positive,,4:29:00 PM,4:29:00 PM,Afternoon,,
,,,,GIF,neutral,,11:03:00 AM,11:03:00 AM,Afternoon,,
,,,,GIF,positive,,5:47:00 AM,5:47:00 AM,Late Night,,
,,,,GIF,negative,,9:41:00 PM,9:41:00 PM,Evening,,
,,,,GIF,positive,,5:57:00 AM,5:57:00 AM,Late Night,,
,,,,GIF,neutral,,10:29:00 PM,10:29:00 PM,Night,,
,,,,GIF,positive,,12:09:00 AM,12:09:00 AM,Late Night,,
,,,,GIF,neutral,,5:47:00 PM,5:47:00 PM,Evening,,
,,,,GIF,negative,,10:51:00 PM,10:51:00 PM,Night,,
,,,,GIF,negative,,8:22:00 AM,8:22:00 AM,Morning,,
,,,,GIF,neutral,,12:02:00 PM,12:02:00 PM,Afternoon,,
,,,,GIF,negative,,11:05:00 AM,11:05:00 AM,Afternoon,,
,,,,GIF,negative,,10:39:00 AM,10:39:00 AM,Morning,,
,,,,GIF,positive,,9:00:00 PM,9:00:00 PM,Evening,,
,,,,GIF,neutral,,11:28:00 PM,11:28:00 PM,Night,,
,,,,GIF,positive,,1:07:00 PM,1:07:00 PM,Afternoon,,
,,,,GIF,positive,,12:08:00 PM,12:08:00 PM,Afternoon,,
,,,,GIF,negative,,4:56:00 AM,4:56:00 AM,Late Night,,
,,,,GIF,positive,,9:19:00 AM,9:19:00 AM,Morning,,
,,,,GIF,positive,,9:59:00 PM,9:59:00 PM,Evening,,
,,,,GIF,positive,,9:18:00 PM,9:18:00 PM,Evening,,
,,,,GIF,positive,,3:55:00 AM,3:55:00 AM,Late Night,,
,,,,GIF,positive,,7:49:00 PM,7:49:00 PM,Evening,,
,,,,GIF,positive,,2:02:00 PM,2:02:00 PM,Afternoon,,
,,,,GIF,positive,,10:50:00 PM,10:50:00 PM,Night,,
,,,,GIF,negative,,11:13:00 AM,11:13:00 AM,Afternoon,,
,,,,GIF,negative,,2:30:00 AM,2:30:00 AM,Late Night,,
,,,,GIF,neutral,,4:16:00 AM,4:16:00 AM,Late Night,,
,,,,GIF,positive,,4:14:00 AM,4:14:00 AM,Late Night,,
,,,,GIF,positive,,4:49:00 AM,4:49:00 AM,Late Night,,
,,,,GIF,positive,,12:58:00 AM,12:58:00 AM,Late Night,,
,,,,GIF,negative,,10:34:00 AM,10:34:00 AM,Morning,,
,,,,GIF,neutral,,8:23:00 AM,8:23:00 AM,Morning,,
,,,,GIF,positive,,5:04:00 AM,5:04:00 AM,Late Night,,
,,,,GIF,neutral,,7:16:00 AM,7:16:00 AM,Morning,,
,,,,GIF,negative,,3:28:00 AM,3:28:00 AM,Late Night,,
,,,,GIF,neutral,,10:17:00 PM,10:17:00 PM,Night,,
,,,,GIF,negative,,8:26:00 AM,8:26:00 AM,Morning,,
,,,,GIF,positive,,8:47:00 PM,8:47:00 PM,Evening,,
,,,,GIF,positive,,12:27:00 AM,12:27:00 AM,Late Night,,
,,,,GIF,positive,,5:59:00 AM,5:59:00 AM,Late Night,,
,,,,GIF,positive,,5:40:00 AM,5:40:00 AM,Late Night,,
,,,,GIF,positive,,6:38:00 AM,6:38:00 AM,Morning,,
,,,,GIF,positive,,7:00:00 AM,7:00:00 AM,Morning,,
,,,,GIF,positive,,9:22:00 AM,9:22:00 AM,Morning,,
,,,,GIF,negative,,11:46:00 AM,11:46:00 AM,Afternoon,,
,,,,GIF,positive,,2:10:00 PM,2:10:00 PM,Afternoon,,
,,,,GIF,negative,,5:16:00 AM,5:16:00 AM,Late Night,,
,,,,GIF,negative,,5:40:00 AM,5:40:00 AM,Late Night,,
,,,,GIF,positive,,10:11:00 AM,10:11:00 AM,Morning,,
,,,,GIF,neutral,,8:05:00 AM,8:05:00 AM,Morning,,
,,,,GIF,positive,,1:49:00 AM,1:49:00 AM,Late Night,,
,,,,GIF,positive,,7:47:00 AM,7:47:00 AM,Morning,,
,,,,GIF,neutral,,2:39:00 AM,2:39:00 AM,Late Night,,
,,,,GIF,neutral,,3:14:00 AM,3:14:00 AM,Late Night,,
,,,,GIF,negative,,2:54:00 AM,2:54:00 AM,Late Night,,
,,,,GIF,negative,,3:55:00 PM,3:55:00 PM,Afternoon,,
,,,,GIF,negative,,11:18:00 PM,11:18:00 PM,Night,,
,,,,GIF,positive,,3:24:00 PM,3:24:00 PM,Afternoon,,
,,,,GIF,positive,,12:27:00 AM,12:27:00 AM,Late Night,,
,,,,GIF,neutral,,12:51:00 PM,12:51:00 PM,Afternoon,,
,,,,GIF,negative,,10:04:00 AM,10:04:00 AM,Morning,,
,,,,GIF,neutral,,6:23:00 AM,6:23:00 AM,Morning,,
,,,,GIF,negative,,12:11:00 PM,12:11:00 PM,Afternoon,,
,,,,GIF,negative,,5:05:00 AM,5:05:00 AM,Late Night,,
,,,,GIF,neutral,,11:32:00 AM,11:32:00 AM,Afternoon,,
,,,,GIF,neutral,,6:14:00 PM,6:14:00 PM,Evening,,
,,,,GIF,neutral,,3:24:00 PM,3:24:00 PM,Afternoon,,
,,,,GIF,positive,,4:15:00 AM,4:15:00 AM,Late Night,,
,,,,GIF,positive,,3:14:00 AM,3:14:00 AM,Late Night,,
,,,,GIF,positive,,4:20:00 PM,4:20:00 PM,Afternoon,,
,,,,GIF,positive,,12:18:00 PM,12:18:00 PM,Afternoon,,
,,,,GIF,negative,,3:19:00 AM,3:19:00 AM,Late Night,,
,,,,GIF,neutral,,3:17:00 PM,3:17:00 PM,Afternoon,,
,,,,GIF,negative,,4:44:00 AM,4:44:00 AM,Late Night,,
,,,,GIF,positive,,9:03:00 PM,9:03:00 PM,Evening,,
,,,,GIF,positive,,8:42:00 PM,8:42:00 PM,Evening,,
,,,,GIF,positive,,5:25:00 PM,5:25:00 PM,Evening,,
,,,,GIF,negative,,12:06:00 AM,12:06:00 AM,Late Night,,
,,,,GIF,negative,,11:06:00 AM,11:06:00 AM,Afternoon,,
,,,,GIF,neutral,,10:03:00 PM,10:03:00 PM,Night,,
,,,,GIF,positive,,10:52:00 AM,10:52:00 AM,Morning,,
,,,,GIF,negative,,12:05:00 AM,12:05:00 AM,Late Night,,
,,,,GIF,negative,,11:35:00 AM,11:35:00 AM,Afternoon,,
,,,,GIF,neutral,,2:46:00 AM,2:46:00 AM,Late Night,,
,,,,GIF,negative,,12:15:00 AM,12:15:00 AM,Late Night,,
,,,,GIF,positive,,8:00:00 PM,8:00:00 PM,Evening,,
,,,,GIF,neutral,,2:41:00 PM,2:41:00 PM,Afternoon,,
,,,,GIF,positive,,12:20:00 PM,12:20:00 PM,Afternoon,,
,,,,GIF,negative,,6:14:00 PM,6:14:00 PM,Evening,,
,,,,GIF,negative,,8:17:00 PM,8:17:00 PM,Evening,,
,,,,GIF,negative,,8:14:00 PM,8:14:00 PM,Evening,,
,,,,GIF,neutral,,5:11:00 PM,5:11:00 PM,Evening,,
,,,,GIF,negative,,8:37:00 AM,8:37:00 AM,Morning,,
,,,,GIF,negative,,1:19:00 AM,1:19:00 AM,Late Night,,
,,,,GIF,neutral,,4:15:00 AM,4:15:00 AM,Late Night,,
,,,,GIF,positive,,1:23:00 AM,1:23:00 AM,Late Night,,
,,,,GIF,positive,,7:09:00 AM,7:09:00 AM,Morning,,
,,,,GIF,negative,,9:35:00 AM,9:35:00 AM,Morning,,
,,,,GIF,neutral,,9:38:00 PM,9:38:00 PM,Evening,,
,,,,GIF,negative,,8:05:00 PM,8:05:00 PM,Evening,,
,,,,GIF,negative,,8:36:00 PM,8:36:00 PM,Evening,,
,,,,GIF,positive,,3:01:00 AM,3:01:00 AM,Late Night,,
,,,,GIF,positive,,4:08:00 AM,4:08:00 AM,Late Night,,
,,,,GIF,negative,,8:39:00 PM,8:39:00 PM,Evening,,
,,,,GIF,positive,,8:23:00 PM,8:23:00 PM,Evening,,
,,,,GIF,positive,,3:48:00 PM,3:48:00 PM,Afternoon,,
,,,,GIF,positive,,4:56:00 PM,4:56:00 PM,Afternoon,,
,,,,GIF,negative,,1:41:00 PM,1:41:00 PM,Afternoon,,
,,,,GIF,neutral,,6:54:00 PM,6:54:00 PM,Evening,,
,,,,GIF,positive,,7:14:00 AM,7:14:00 AM,Morning,,
,,,,GIF,positive,,8:02:00 PM,8:02:00 PM,Evening,,
,,,,GIF,negative,,1:14:00 PM,1:14:00 PM,Afternoon,,
,,,,GIF,negative,,9:25:00 PM,9:25:00 PM,Evening,,
,,,,GIF,positive,,11:59:00 PM,11:59:00 PM,Night,,
,,,,GIF,positive,,12:31:00 AM,12:31:00 AM,Late Night,,
,,,,GIF,positive,,1:10:00 AM,1:10:00 AM,Late Night,,
,,,,GIF,negative,,2:51:00 AM,2:51:00 AM,Late Night,,
,,,,GIF,positive,,1:38:00 AM,1:38:00 AM,Late Night,,
,,,,GIF,positive,,12:13:00 AM,12:13:00 AM,Late Night,,
,,,,GIF,negative,,2:54:00 AM,2:54:00 AM,Late Night,,
,,,,GIF,neutral,,1:41:00 PM,1:41:00 PM,Afternoon,,
,,,,GIF,negative,,6:31:00 AM,6:31:00 AM,Morning,,
,,,,GIF,positive,,8:24:00 AM,8:24:00 AM,Morning,,
,,,,GIF,negative,,4:46:00 PM,4:46:00 PM,Afternoon,,
,,,,GIF,neutral,,2:16:00 PM,2:16:00 PM,Afternoon,,
,,,,GIF,neutral,,11:51:00 PM,11:51:00 PM,Night,,
,,,,GIF,neutral,,1:19:00 AM,1:19:00 AM,Late Night,,
,,,,GIF,negative,,12:59:00 PM,12:59:00 PM,Afternoon,,
,,,,GIF,positive,,10:55:00 AM,10:55:00 AM,Morning,,
,,,,GIF,positive,,11:08:00 AM,11:08:00 AM,Afternoon,,
,,,,GIF,positive,,11:48:00 PM,11:48:00 PM,Night,,
,,,,GIF,negative,,11:48:00 PM,11:48:00 PM,Night,,
,,,,GIF,negative,,1:59:00 PM,1:59:00 PM,Afternoon,,
,,,,GIF,positive,,10:56:00 PM,10:56:00 PM,Night,,
,,,,GIF,neutral,,11:55:00 PM,11:55:00 PM,Night,,
,,,,GIF,negative,,10:42:00 PM,10:42:00 PM,Night,,
,,,,GIF,positive,,2:33:00 PM,2:33:00 PM,Afternoon,,
,,,,GIF,negative,,5:03:00 PM,5:03:00 PM,Evening,,
,,,,GIF,negative,,7:40:00 PM,7:40:00 PM,Evening,,
,,,,GIF,negative,,7:03:00 PM,7:03:00 PM,Evening,,
,,,,GIF,positive,,7:47:00 PM,7:47:00 PM,Evening,,
,,,,GIF,positive,,4:31:00 PM,4:31:00 PM,Afternoon,,
,,,,GIF,neutral,,3:29:00 AM,3:29:00 AM,Late Night,,
,,,,GIF,negative,,1:53:00 PM,1:53:00 PM,Afternoon,,
,,,,GIF,negative,,3:51:00 AM,3:51:00 AM,Late Night,,
,,,,GIF,positive,,7:05:00 PM,7:05:00 PM,Evening,,
,,,,GIF,negative,,10:43:00 AM,10:43:00 AM,Morning,,
,,,,GIF,positive,,12:07:00 PM,12:07:00 PM,Afternoon,,
,,,,GIF,negative,,3:47:00 AM,3:47:00 AM,Late Night,,
,,,,GIF,negative,,2:34:00 AM,2:34:00 AM,Late Night,,
,,,,GIF,positive,,10:06:00 PM,10:06:00 PM,Night,,
,,,,GIF,positive,,11:42:00 AM,11:42:00 AM,Afternoon,,
,,,,GIF,positive,,8:09:00 PM,8:09:00 PM,Evening,,
,,,,GIF,positive,,7:56:00 PM,7:56:00 PM,Evening,,
,,,,GIF,positive,,4:37:00 AM,4:37:00 AM,Late Night,,
,,,,GIF,negative,,10:25:00 AM,10:25:00 AM,Morning,,
,,,,GIF,neutral,,4:54:00 AM,4:54:00 AM,Late Night,,
,,,,GIF,negative,,10:11:00 PM,10:11:00 PM,Night,,
,,,,GIF,positive,,11:32:00 AM,11:32:00 AM,Afternoon,,
,,,,GIF,neutral,,5:43:00 AM,5:43:00 AM,Late Night,,
,,,,GIF,negative,,5:09:00 AM,5:09:00 AM,Late Night,,
,,,,GIF,negative,,8:49:00 AM,8:49:00 AM,Morning,,
,,,,GIF,negative,,12:33:00 AM,12:33:00 AM,Late Night,,
,,,,GIF,positive,,2:33:00 AM,2:33:00 AM,Late Night,,
,,,,GIF,positive,,11:36:00 AM,11:36:00 AM,Afternoon,,
,,,,GIF,negative,,4:02:00 AM,4:02:00 AM,Late Night,,
,,,,GIF,positive,,5:55:00 PM,5:55:00 PM,Evening,,
,,,,GIF,negative,,11:48:00 AM,11:48:00 AM,Afternoon,,
,,,,GIF,positive,,4:51:00 PM,4:51:00 PM,Afternoon,,
,,,,GIF,negative,,7:23:00 PM,7:23:00 PM,Evening,,
,,,,GIF,positive,,7:10:00 AM,7:10:00 AM,Morning,,
,,,,GIF,negative,,12:03:00 AM,12:03:00 AM,Late Night,,
,,,,GIF,negative,,4:31:00 PM,4:31:00 PM,Afternoon,,
,,,,GIF,neutral,,12:57:00 AM,12:57:00 AM,Late Night,,
,,,,GIF,neutral,,11:35:00 AM,11:35:00 AM,Afternoon,,
,,,,GIF,positive,,1:44:00 PM,1:44:00 PM,Afternoon,,
,,,,GIF,negative,,8:10:00 AM,8:10:00 AM,Morning,,
,,,,GIF,negative,,9:38:00 AM,9:38:00 AM,Morning,,
,,,,GIF,negative,,8:42:00 AM,8:42:00 AM,Morning,,
,,,,GIF,negative,,10:58:00 PM,10:58:00 PM,Night,,
,,,,GIF,positive,,1:37:00 PM,1:37:00 PM,Afternoon,,
,,,,GIF,neutral,,10:03:00 PM,10:03:00 PM,Night,,
,,,,GIF,negative,,10:40:00 PM,10:40:00 PM,Night,,
,,,,GIF,negative,,7:16:00 PM,7:16:00 PM,Evening,,
,,,,GIF,neutral,,2:56:00 AM,2:56:00 AM,Late Night,,
,,,,GIF,positive,,11:42:00 PM,11:42:00 PM,Night,,
,,,,GIF,positive,,11:46:00 AM,11:46:00 AM,Afternoon,,
,,,,GIF,positive,,1:27:00 AM,1:27:00 AM,Late Night,,
,,,,GIF,negative,,11:22:00 PM,11:22:00 PM,Night,,
,,,,GIF,neutral,,7:05:00 AM,7:05:00 AM,Morning,,
,,,,GIF,positive,,9:42:00 PM,9:42:00 PM,Evening,,
,,,,GIF,neutral,,11:17:00 AM,11:17:00 AM,Afternoon,,
,,,,GIF,negative,,6:18:00 AM,6:18:00 AM,Morning,,
,,,,GIF,negative,,11:26:00 AM,11:26:00 AM,Afternoon,,
,,,,GIF,neutral,,10:58:00 PM,10:58:00 PM,Night,,
,,,,GIF,negative,,9:52:00 AM,9:52:00 AM,Morning,,
,,,,GIF,negative,,6:46:00 AM,6:46:00 AM,Morning,,
,,,,GIF,positive,,3:40:00 PM,3:40:00 PM,Afternoon,,
,,,,GIF,positive,,4:54:00 AM,4:54:00 AM,Late Night,,
,,,,GIF,neutral,,10:16:00 PM,10:16:00 PM,Night,,
,,,,GIF,positive,,4:38:00 PM,4:38:00 PM,Afternoon,,
,,,,GIF,neutral,,6:15:00 AM,6:15:00 AM,Morning,,
,,,,GIF,negative,,4:38:00 PM,4:38:00 PM,Afternoon,,
,,,,GIF,positive,,6:49:00 AM,6:49:00 AM,Morning,,
,,,,GIF,positive,,2:23:00 AM,2:23:00 AM,Late Night,,
,,,,GIF,positive,,10:17:00 AM,10:17:00 AM,Morning,,
,,,,GIF,negative,,12:48:00 AM,12:48:00 AM,Late Night,,
,,,,GIF,negative,,1:57:00 PM,1:57:00 PM,Afternoon,,
,,,,GIF,neutral,,6:12:00 PM,6:12:00 PM,Evening,,
,,,,GIF,neutral,,2:43:00 PM,2:43:00 PM,Afternoon,,
,,,,GIF,negative,,3:01:00 PM,3:01:00 PM,Afternoon,,
,,,,GIF,positive,,9:13:00 PM,9:13:00 PM,Evening,,
,,,,GIF,positive,,2:31:00 PM,2:31:00 PM,Afternoon,,
,,,,GIF,neutral,,8:30:00 PM,8:30:00 PM,Evening,,
,,,,GIF,positive,,8:20:00 AM,8:20:00 AM,Morning,,
,,,,GIF,positive,,6:35:00 PM,6:35:00 PM,Evening,,
,,,,GIF,neutral,,9:51:00 AM,9:51:00 AM,Morning,,
,,,,GIF,negative,,9:37:00 PM,9:37:00 PM,Evening,,
,,,,GIF,positive,,4:10:00 AM,4:10:00 AM,Late Night,,
,,,,GIF,negative,,3:12:00 AM,3:12:00 AM,Late Night,,
,,,,GIF,positive,,9:29:00 PM,9:29:00 PM,Evening,,
,,,,GIF,positive,,1:44:00 PM,1:44:00 PM,Afternoon,,
,,,,GIF,positive,,3:11:00 PM,3:11:00 PM,Afternoon,,
,,,,GIF,negative,,10:01:00 PM,10:01:00 PM,Night,,
,,,,GIF,negative,,9:05:00 PM,9:05:00 PM,Evening,,
,,,,GIF,neutral,,10:36:00 PM,10:36:00 PM,Night,,
,,,,GIF,neutral,,7:56:00 AM,7:56:00 AM,Morning,,
,,,,GIF,negative,,8:33:00 AM,8:33:00 AM,Morning,,
,,,,GIF,negative,,6:51:00 PM,6:51:00 PM,Evening,,
,,,,GIF,negative,,1:50:00 PM,1:50:00 PM,Afternoon,,
,,,,GIF,neutral,,9:01:00 PM,9:01:00 PM,Evening,,
,,,,GIF,negative,,10:55:00 PM,10:55:00 PM,Night,,
,,,,GIF,negative,,3:38:00 AM,3:38:00 AM,Late Night,,
,,,,GIF,positive,,3:01:00 AM,3:01:00 AM,Late Night,,
,,,,GIF,positive,,10:31:00 PM,10:31:00 PM,Night,,
,,,,GIF,negative,,4:39:00 AM,4:39:00 AM,Late Night,,
,,,,GIF,positive,,9:01:00 AM,9:01:00 AM,Morning,,
,,,,GIF,positive,,10:16:00 PM,10:16:00 PM,Night,,
,,,,GIF,negative,,3:22:00 PM,3:22:00 PM,Afternoon,,
,,,,GIF,negative,,5:42:00 PM,5:42:00 PM,Evening,,
,,,,GIF,positive,,6:18:00 AM,6:18:00 AM,Morning,,
,,,,GIF,negative,,11:15:00 PM,11:15:00 PM,Night,,
,,,,GIF,negative,,4:29:00 PM,4:29:00 PM,Afternoon,,
,,,,GIF,negative,,3:02:00 PM,3:02:00 PM,Afternoon,,
,,,,GIF,negative,,12:56:00 AM,12:56:00 AM,Late Night,,
,,,,GIF,negative,,12:41:00 PM,12:41:00 PM,Afternoon,,
,,,,GIF,negative,,7:26:00 PM,7:26:00 PM,Evening,,
,,,,GIF,positive,,8:07:00 PM,8:07:00 PM,Evening,,
,,,,GIF,negative,,2:35:00 AM,2:35:00 AM,Late Night,,
,,,,GIF,positive,,10:08:00 AM,10:08:00 AM,Morning,,
,,,,GIF,negative,,12:29:00 PM,12:29:00 PM,Afternoon,,
,,,,GIF,positive,,9:11:00 AM,9:11:00 AM,Morning,,
,,,,GIF,negative,,8:29:00 AM,8:29:00 AM,Morning,,
,,,,GIF,negative,,8:06:00 AM,8:06:00 AM,Morning,,
,,,,GIF,positive,,1:06:00 AM,1:06:00 AM,Late Night,,
,,,,GIF,neutral,,9:44:00 PM,9:44:00 PM,Evening,,
,,,,GIF,negative,,5:42:00 AM,5:42:00 AM,Late Night,,
,,,,GIF,positive,,8:42:00 PM,8:42:00 PM,Evening,,
,,,,GIF,negative,,2:54:00 AM,2:54:00 AM,Late Night,,
,,,,GIF,positive,,10:20:00 AM,10:20:00 AM,Morning,,
,,,,GIF,positive,,5:46:00 PM,5:46:00 PM,Evening,,
,,,,GIF,neutral,,12:18:00 AM,12:18:00 AM,Late Night,,
,,,,GIF,positive,,7:17:00 AM,7:17:00 AM,Morning,,
,,,,GIF,negative,,2:30:00 PM,2:30:00 PM,Afternoon,,
,,,,GIF,positive,,5:31:00 AM,5:31:00 AM,Late Night,,
,,,,GIF,negative,,7:24:00 PM,7:24:00 PM,Evening,,
,,,,GIF,negative,,5:43:00 AM,5:43:00 AM,Late Night,,
,,,,GIF,negative,,2:10:00 AM,2:10:00 AM,Late Night,,
,,,,GIF,neutral,,1:10:00 AM,1:10:00 AM,Late Night,,
,,,,GIF,negative,,11:15:00 PM,11:15:00 PM,Night,,
,,,,GIF,negative,,5:00:00 PM,5:00:00 PM,Evening,,
,,,,GIF,neutral,,3:26:00 AM,3:26:00 AM,Late Night,,
,,,,GIF,negative,,8:49:00 AM,8:49:00 AM,Morning,,
,,,,GIF,negative,,4:43:00 AM,4:43:00 AM,Late Night,,
,,,,GIF,negative,,7:52:00 PM,7:52:00 PM,Evening,,
,,,,GIF,positive,,12:45:00 AM,12:45:00 AM,Late Night,,
